Name,Drug Groups,SMILES,ChEMBL ID
DB00273,approved,[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2,CHEMBL220492
DB00274,approved; investigational,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)CSCC#N)OC)C(O)=O,CHEMBL1201195
DB00275,approved; investigational,CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(O)=O)C(C)(C)O,CHEMBL1516
DB00276,approved; investigational,COC1=C(NC2=C3C=CC=CC3=NC3=CC=CC=C23)C=CC(NS(C)(=O)=O)=C1,CHEMBL43
DB00277,approved,CN1C2=C(NC=N2)C(=O)N(C)C1=O,CHEMBL190
DB00278,approved; investigational,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C1=CC=CC2=C1NCC(C)C2,CHEMBL1166
DB00279,approved; vet_approved,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O,CHEMBL1544
DB00280,approved,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C,CHEMBL517
DB00281,approved; vet_approved,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,CHEMBL79
DB00282,approved,NCCC(O)(P(O)(O)=O)P(O)(O)=O,CHEMBL834
DB00283,approved; investigational,CN1CCC[C@@H]1CCO[C@](C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,CHEMBL1626
DB00284,approved; investigational,[H]C(=O)[C@H](O)[C@@H](O)[C@]([H])(O[C@@]1([H])O[C@H](CO)[C@@]([H])(O[C@H]2O[C@H](C)[C@@H](N[C@@]3([H])C=C(CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)CO,CHEMBL1566
DB00285,approved,COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1,CHEMBL637
DB00286,approved,,CHEMBL2106240
DB00287,approved,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)COC1=CC=CC(=C1)C(F)(F)F,CHEMBL1200799
DB00288,approved,[H][C@@]12C[C@H]3OC4(CCCC4)O[C@@]3(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,CHEMBL1200732
DB00289,approved,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,CHEMBL641
DB00290,approved; investigational,[H][C@](C)(NC(=O)[C@@]([H])(NC(=O)C1=NC(=NC(N)=C1C)[C@H](CC(N)=O)NC[C@H](N)C(N)=O)[C@@]([H])(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)C1=CNC=N1)[C@@H](O)[C@H](C)C(=O)N[C@]([H])(C(=O)NCCC1=NC(=CS1)C1=NC(=CS1)C(=O)NCCC[S+](C)C)[C@@]([H])(C)O,CHEMBL403664
DB00291,approved,OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl,CHEMBL515
DB00292,approved,CCOC(=O)C1=CN=CN1[C@H](C)C1=CC=CC=C1,CHEMBL681
DB00293,approved; investigational,CN(CC1=CC2=C(NC(C)=NC2=O)C=C1)C1=CC=C(S1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,CHEMBL225071
DB00294,approved; investigational,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],CHEMBL1531
DB00295,approved; investigational,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,CHEMBL70
DB00296,approved,CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C,CHEMBL1077896
DB00297,approved; investigational,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,CHEMBL1098
DB00298,approved,CC1=CC=CC=C1N1CCN(CCC2=NN=C3CCCCN23)CC1,CHEMBL1201216
DB00299,approved,NC1=NC(=O)C2=C(N1)N(CCC(CO)CO)C=N2,CHEMBL1540
DB00300,approved; investigational,[H][C@@](C)(CN1C=NC2=C(N)N=CN=C12)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C,CHEMBL1538
DB00301,approved; investigational,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(Cl)C=CC=C1F)C(O)=O,CHEMBL222645
DB00302,approved,NC[C@H]1CC[C@@H](CC1)C(O)=O,CHEMBL877
DB00303,approved; investigational,[H][C@]12[C@@H](C)C(S[C@]3([H])CN[C@@]([H])(C3)C(=O)NC3=CC=CC(=C3)C(O)=O)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O,CHEMBL1359
DB00304,approved,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCCC=C3CC[C@@]21[H],CHEMBL1533
DB00305,approved,[H][C@]12CN3C4=C([C@@H](COC(N)=O)[C@@]3(OC)[C@@]1([H])N2)C(=O)C(N)=C(C)C4=O,CHEMBL105
DB00306,approved; illicit,CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,CHEMBL1200802
DB00307,approved; investigational,CC1=CC2=C(C=C1C(=C)C1=CC=C(C=C1)C(O)=O)C(C)(C)CCC2(C)C,CHEMBL1023
DB00308,approved,CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1,CHEMBL533
DB00309,approved; investigational,[H][C@@]12N3CC[C@@]11C4=CC(=C(OC)C=C4N(C)[C@@]1([H])[C@](O)([C@H](O)[C@]2(CC)C=CC3)C(N)=O)[C@]1(C[C@@]2([H])CN(C[C@](O)(CC)C2)CCC2=C1NC1=C2C=CC=C1)C(=O)OC,CHEMBL238071
DB00310,approved,NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12,CHEMBL1055
DB00311,withdrawn,CCOC1=CC2=C(C=C1)N=C(S2)S(N)(=O)=O,CHEMBL18
DB00312,approved; investigational; vet_approved,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,CHEMBL448
DB00313,approved; investigational,CCCC(CCC)C(O)=O,CHEMBL109
DB00314,approved,[H][C@@]1(CCN=C(N)N1)[C@]1([H])NC(=O)\C(NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC(=O)[C@H](C)NC(=O)[C@@H](N)CNC1=O)=C/NC(N)=O.[H][C@@]1(CCN=C(N)N1)[C@]1([H])NC(=O)\C(NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC(=O)[C@H](CO)NC(=O)[C@@H](N)CNC1=O)=C/NC(N)=O,CHEMBL2303634
DB00315,approved; investigational,CN(C)CCC1=CNC2=CC=C(C[C@H]3COC(=O)N3)C=C12,CHEMBL1185
DB00316,approved,CC(=O)NC1=CC=C(O)C=C1,CHEMBL112
DB00317,approved; investigational,COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1,CHEMBL939
DB00318,approved; illicit,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,CHEMBL485
DB00319,approved,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(CC)C(=O)C1=O)C1=CC=CC=C1)C(O)=O,CHEMBL702
DB00320,approved; investigational,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O,CHEMBL1732
DB00321,approved,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,CHEMBL629
DB00322,approved,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(F)C(=O)NC1=O,CHEMBL917
DB00323,approved; withdrawn,CC1=CC=C(C=C1)C(=O)C1=CC(=C(O)C(O)=C1)[N+]([O-])=O,CHEMBL1324
DB00324,approved; investigational,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,CHEMBL1200600
DB00325,approved; investigational,O=N[Fe--](C#N)(C#N)(C#N)(C#N)C#N,CHEMBL2097081
DB00326,approved,[Ca++].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)C([O-])=O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)C([O-])=O,CHEMBL1237066
DB00327,approved; illicit,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O,CHEMBL398707
DB00328,approved; investigational,COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O,CHEMBL6
DB00330,approved,CC[C@@H](CO)NCCN[C@@H](CC)CO,CHEMBL44884
DB00331,approved,CN(C)C(=N)NC(N)=N,CHEMBL1431
DB00332,approved; experimental,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(CO)C1=CC=CC=C1)[N+]2(C)C(C)C,CHEMBL1621597
DB00333,approved,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,CHEMBL651
DB00334,approved; investigational,CN1CCN(CC1)C1=NC2=CC=CC=C2NC2=C1C=C(C)S2,CHEMBL715
DB00335,approved,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,CHEMBL24
DB00336,approved; investigational; vet_approved; withdrawn,NC(=O)N\N=C\C1=CC=C(O1)[N+]([O-])=O,CHEMBL869
DB00337,approved; investigational,[H][C@]1(CC[C@H](Cl)[C@@H](C1)OC)\C=C(/C)[C@@]1([H])OC(=O)[C@]2([H])CCCCN2C(=O)C(=O)[C@]2(O)O[C@@]([H])([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC)C(=O)C[C@H](O)[C@H]1C)OC,CHEMBL1200686
DB00338,approved; investigational; vet_approved,COC1=CC2=C(C=C1)N=C(N2)S(=O)CC1=NC=C(C)C(OC)=C1C,CHEMBL1503
DB00339,approved; investigational,NC(=O)C1=NC=CN=C1,CHEMBL614
DB00340,approved,CN1CCCC(CC2C3=CC=CC=C3SC3=CC=CC=C23)C1,CHEMBL1201342
DB00341,approved,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,CHEMBL1000
DB00342,approved; withdrawn,CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,CHEMBL17157
DB00343,approved; investigational,COC1=CC=C(C=C1)[C@@H]1SC2=C(C=CC=C2)N(CCN(C)C)C(=O)[C@@H]1OC(C)=O,CHEMBL23
DB00344,approved,CNCCCC1C2=CC=CC=C2C=CC2=CC=CC=C12,CHEMBL668
DB00345,approved; investigational,NC1=CC=C(C=C1)C(=O)NCC(O)=O,CHEMBL463
DB00346,approved; investigational,COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N(C)CCCNC(=O)C1CCCO1,CHEMBL709
DB00347,approved,CN1C(=O)OC(C)(C)C1=O,CHEMBL695
DB00348,approved; investigational,[O-][N+](=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C1C(=O)CCCC1=O,CHEMBL1337
DB00349,approved; illicit,CN1C2=C(C=C(Cl)C=C2)N(C2=CC=CC=C2)C(=O)CC1=O,CHEMBL70418
DB00350,approved; investigational,NC1=CC(=NC(N)=[N+]1[O-])N1CCCCC1,CHEMBL802
DB00351,approved; investigational; vet_approved,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C,CHEMBL1201139
DB00352,approved,NC1=NC(=S)C2=C(N1)N=CN2,CHEMBL727
DB00353,approved,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](CC)CO,CHEMBL1201356
DB00354,approved,CC(C)(C)C1=CC=C(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)C=C1,CHEMBL1201271
DB00355,approved,C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(=O)O)\C2=CSC([NH3+])=N2)C(=O)N1S([O-])(=O)=O,CHEMBL158
DB00356,approved,ClC1=CC2=C(OC(=O)N2)C=C1,CHEMBL1371
DB00357,approved; investigational,CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1,CHEMBL488
DB00358,approved; investigational,OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,CHEMBL416956
DB00359,approved; investigational; vet_approved,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1,CHEMBL439
DB00360,approved; investigational,[H][C@@]1(CNC2=C(N1)C(=O)NC(N)=N2)[C@@H](O)[C@H](C)O,CHEMBL1201774
DB00361,approved; investigational,[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@](CC)([C@@]13[H])[C@@]([H])(OC(C)=O)[C@]2(O)C(=O)OC)[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC,CHEMBL553025
DB00362,approved; investigational,[H][C@]1(NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)[C@H](C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C1=O)NC(=O)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(OCCCCC)C=C1)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@@H](C)O,CHEMBL264241
DB00363,approved,CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=CC=CC=C12,CHEMBL42
DB00364,approved,O.O[Al](O)O.O[Al](O)OS(=O)(=O)OC[C@H]1O[C@@](COS(=O)(=O)O[Al](O)O)(O[C@H]2O[C@H](COS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@H]2OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O,CHEMBL2029132
DB00365,approved; investigational; withdrawn,CC1CN(CCN1)C1=C(F)C(C)=C2C(=O)C(=CN(C3CC3)C2=C1)C(O)=O,CHEMBL583
DB00366,approved; vet_approved,CN(C)CCOC(C)(C1=CC=CC=C1)C1=CC=CC=N1,CHEMBL1004
DB00367,approved; investigational,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],CHEMBL1389
DB00368,approved,NC[C@H](O)C1=CC(O)=C(O)C=C1,CHEMBL1437
DB00369,approved,NC1=NC(=O)N(C[C@@H](CO)OCP(O)(O)=O)C=C1,CHEMBL152
DB00370,approved,CN1CCN2C(C1)C1=CC=CC=C1CC1=C2N=CC=C1,CHEMBL654
DB00371,approved; illicit,CCCC(C)(COC(N)=O)COC(N)=O,CHEMBL979
DB00372,approved; withdrawn,CCSC1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1,CHEMBL1378
DB00373,approved,[H][C@](O)(CNC(C)(C)C)COC1=NSN=C1N1CCOCC1,CHEMBL499
DB00374,approved; investigational,[H][C@]12C[C@@H](O)[C@H](CC[C@@H](O)CCCCC)[C@@]1([H])CC1=C(C2)C(OCC(O)=O)=CC=C1,CHEMBL1237119
DB00375,approved,,CHEMBL1909303
DB00376,approved,OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1,CHEMBL1490
DB00377,approved; investigational,[H][C@]12CCCC3=C1C(=CC=C3)C(=O)N(C2)[C@@H]1CN2CCC1CC2,CHEMBL1189679
DB00378,approved; investigational; withdrawn,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C,CHEMBL1200853
DB00379,approved; investigational,CC(N)COC1=C(C)C=CC=C1C,CHEMBL558
DB00380,approved; withdrawn,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,CHEMBL1738
DB00381,approved,CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC,CHEMBL1491
DB00382,approved; investigational; withdrawn,NC1=C2CCCCC2=NC2=CC=CC=C12,CHEMBL95
DB00383,approved,CN1CCCN=C1COC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,CHEMBL1495
DB00384,approved,NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1,CHEMBL585
DB00385,approved,[H][C@@]1(C[C@@](O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=C(OC)C=CC=C1C3=O)C(=O)COC(=O)CCCC)O[C@H]1C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O1,CHEMBL1096885
DB00387,approved,OC(CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1,CHEMBL86715
DB00388,approved,CNC[C@H](O)C1=CC(O)=CC=C1,CHEMBL1215
DB00389,approved; investigational,CCOC(=O)N1C=CN(C)C1=S,CHEMBL508102
DB00390,approved,[H][C@]12CC[C@]3([H])[C@]([H])(C[C@@H](O)[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1,CHEMBL1751
DB00391,approved; investigational,CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O,CHEMBL26
DB00392,approved,CCN(CC)C(C)CN1C2=CC=CC=C2SC2=CC=CC=C12,CHEMBL1206
DB00393,approved; investigational,COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C,CHEMBL1428
DB00394,approved; investigational,[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,CHEMBL1200500
DB00395,approved,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,CHEMBL1233
DB00396,approved; vet_approved,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,CHEMBL103
DB00397,approved; vet_approved; withdrawn,CC(N)C(O)C1=CC=CC=C1,CHEMBL61006
DB00398,approved; investigational,CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1,CHEMBL1336
DB00399,approved,OC(CN1C=CN=C1)(P(O)(O)=O)P(O)(O)=O,CHEMBL924
DB00400,approved; investigational; vet_approved,COC1=CC(OC)=C(Cl)C2=C1C(=O)[C@]1(O2)[C@H](C)CC(=O)C=C1OC,CHEMBL562
DB00401,approved,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OCC(C)C,CHEMBL1726
DB00402,approved; investigational,CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1,CHEMBL1522
DB00403,approved,[H][C@](NC(=O)[C@H](CC1=CC=C(OS(O)(=O)=O)C=C1)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCC(=O)N1)([C@@H](C)O)C(=O)NCC(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O,CHEMBL1201355
DB00404,approved; illicit; investigational,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,CHEMBL661
DB00405,approved,CN(C)CC[C@@H](C1=CC=C(Br)C=C1)C1=CC=CC=N1,CHEMBL1201287
DB00406,approved,CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C,CHEMBL459265
DB00407,approved; investigational; withdrawn,,
DB00408,approved,CN1CCN(CC1)C1=NC2=CC=CC=C2OC2=C1C=C(Cl)C=C2,CHEMBL831
DB00409,approved; withdrawn,CCN1CCC[C@H]1CNC(=O)C1=C(OC)C=CC(Br)=C1OC,CHEMBL22242
DB00410,approved; investigational; vet_approved,C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]1CO[C@@H](C\C(C)=C\C(=O)OCCCCCCCCC(O)=O)[C@H](O)[C@@H]1O,CHEMBL719
DB00411,approved,C[N+](C)(C)CCOC(N)=O,CHEMBL965
DB00412,approved; investigational,CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1,CHEMBL121
DB00413,approved; investigational,CCCN[C@H]1CCC2=C(C1)SC(N)=N2,CHEMBL301265
DB00414,approved; investigational; withdrawn,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,CHEMBL1589
DB00415,approved; vet_approved,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O,CHEMBL174
DB00416,approved; withdrawn,[I-].[I-].[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CC[N+]1(C)C)C2=C6)=C(OC)C=C5)=CC(OC)=C4OC)C=C3,CHEMBL1739
DB00417,approved; vet_approved,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)COC1=CC=CC=C1)C(O)=O,CHEMBL615
DB00418,approved; vet_approved,CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,CHEMBL447
DB00419,approved,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,CHEMBL1029
DB00420,approved; vet_approved,CN(C)CCCN1C2=CC=CC=C2SC2=CC=CC=C12,CHEMBL564
DB00421,approved,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@]([H])(CC2=CC(=O)CC[C@]12C)SC(C)=O,CHEMBL1393
DB00422,approved; investigational,COC(=O)C(C1CCCCN1)C1=CC=CC=C1,CHEMBL796
DB00423,approved; vet_approved,COC1=C(OCC(O)COC(N)=O)C=CC=C1,CHEMBL1201117
DB00424,approved,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1,CHEMBL1331216
DB00425,approved,CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1,CHEMBL911
DB00426,approved; investigational,CC(=O)OCC(CCN1C=NC2=CN=C(N)N=C12)COC(C)=O,CHEMBL880
DB00427,approved,CC1=CC=C(C=C1)C(=C/CN1CCCC1)\C1=CC=CC=N1,CHEMBL855
DB00428,approved; investigational,CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,CHEMBL1603
DB00429,approved,NC(CO)(CO)CO.CCCCC[C@](C)(O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O,CHEMBL1237105
DB00430,approved,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@@]2([H])NC(=O)[C@H](NC(=O)C1=C(O)C=C(C)N=C1)C1=CC=C(O)C=C1)C(O)=O,CHEMBL1201204
DB00431,approved; withdrawn,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,CHEMBL15891
DB00432,approved; investigational,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(C(=O)NC1=O)C(F)(F)F,CHEMBL1129
DB00433,approved; vet_approved,CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,CHEMBL728
DB00434,approved,CN1CCC(CC1)=C1C2=CC=CC=C2C=CC2=CC=CC=C12,CHEMBL516
DB00435,approved,[N]=O,CHEMBL1200689
DB00436,approved,NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F,CHEMBL1684
DB00437,approved,OC1=NC=NC2=C1C=NN2,CHEMBL1467
DB00438,approved,[O-]C(=O)C1=C(CS[C@]2([H])[C@H](NC(=O)C(=N/OC(C)(C)C(O)=O)\C3=CSC(N)=N3)C(=O)N12)C[N+]1=CC=CC=C1,CHEMBL44354
DB00439,approved; withdrawn,COCC1=C(C2=CC=C(F)C=C2)C(\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)=C(C(C)C)N=C1C(C)C,CHEMBL1477
DB00440,approved; vet_approved,COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC,CHEMBL22
DB00441,approved,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,CHEMBL888
DB00442,approved; investigational,NC1=NC(=O)C2=C(N1)N(C=N2)[C@H]1C[C@H](O)[C@@H](CO)C1=C,CHEMBL713
DB00443,approved; vet_approved,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,CHEMBL632
DB00444,approved,[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=C(C=C3OCOC3=C1)[C@H]2O[C@]1([H])O[C@]2([H])CO[C@H](O[C@@]2([H])[C@H](O)[C@H]1O)C1=CC=CS1,CHEMBL452231
DB00445,approved,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O,CHEMBL417
DB00446,approved; vet_approved; withdrawn,OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O,CHEMBL130
DB00447,approved; investigational; withdrawn,N[C@@H](C(=O)N[C@H]1[C@H]2CCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1,CHEMBL1013
DB00448,approved; investigational,CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1,CHEMBL480
DB00449,approved,CNCC(O)C1=CC(OC(=O)C(C)(C)C)=C(OC(=O)C(C)(C)C)C=C1,CHEMBL1201262
DB00450,approved; vet_approved,FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=CC=CC=C12,CHEMBL1108
DB00451,approved,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,CHEMBL1624
